#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 230100      1.06e-01    3.46e-01      1.74e-02    1.32e-02      1.12e-02    4.56e-02    5.2e-05
 230200      8.01e-01    4.87e-01      3.93e-03    1.57e-02      1.10e-01    6.49e-02    5.2e-05
 230300      3.55e-01    2.09e-01      2.66e-03    4.11e-04      4.86e-02    2.86e-02    5.2e-05
 230400      3.74e-01    1.92e-02      4.39e-03    1.97e-02      5.10e-02    1.52e-17    5.2e-05
 230500      3.62e-01    7.71e+00      7.22e-03    3.42e-01      4.90e-02    1.05e+00    5.2e-05
 230600      6.39e-02    1.19e-01      1.07e-02    2.85e-03      6.63e-03    1.62e-02    5.2e-05
 230700      4.73e-01    1.05e-01      1.00e-02    7.62e-02      6.41e-02    2.54e-07    5.2e-05
 230800      3.45e-01    5.79e-01      2.67e-03    1.46e-02      4.72e-02    7.80e-02    5.2e-05
 230900      5.19e-01    2.32e-01      2.59e-03    3.75e-03      7.10e-02    3.15e-02    5.2e-05
 231000      3.82e-01    5.39e-03      9.07e-03    5.53e-03      5.15e-02    2.29e-17    5.2e-05
 231100      5.84e-02    4.81e-02      6.46e-03    3.49e-02      7.21e-03    4.25e-07    5.2e-05
 231200      4.92e-01    4.38e-01      2.63e-02    2.78e-02      6.24e-02    5.34e-02    5.2e-05
 231300      2.64e-01    2.68e-01      2.95e-03    8.77e-03      3.60e-02    3.56e-02    5.2e-05
 231400      3.55e-01    3.52e-01      4.66e-03    5.53e-03      4.84e-02    4.79e-02    5.2e-05
 231500      2.65e-01    5.06e-01      2.97e-03    4.69e-04      3.61e-02    6.93e-02    5.2e-05
 231600      1.06e-01    1.61e-01      2.00e-02    1.64e-02      9.90e-03    2.03e-02    5.2e-05
 231700      3.38e-01    1.28e-02      2.56e-03    9.31e-03      4.62e-02    2.42e-07    5.2e-05
 231800      4.14e-01    3.96e-03      9.35e-04    2.87e-03      5.66e-02    1.61e-07    5.2e-05
 231900      4.23e-01    1.79e-01      1.04e-02    2.11e-02      5.71e-02    2.41e-02    5.2e-05
 232000      5.52e-01    2.01e-03      4.04e-03    1.46e-03      7.53e-02    3.18e-07    5.2e-05
 232100      3.47e-01    5.18e-01      9.35e-04    6.00e-03      4.76e-02    7.07e-02    5.2e-05
 232200      4.33e-01    1.08e-01      9.40e-03    8.74e-03      5.86e-02    1.41e-02    5.2e-05
 232300      3.25e-01    7.44e-02      5.83e-03    7.43e-04      4.42e-02    1.02e-02    5.2e-05
 232400      2.84e-01    8.28e-01      8.58e-04    3.18e-02      3.89e-02    1.09e-01    5.2e-05
 232500      3.26e-01    1.80e-03      4.07e-03    1.85e-03      4.45e-02    2.76e-17    5.2e-05
 232600      3.29e-01    8.20e+00      1.13e-03    2.85e-02      4.50e-02    1.12e+00    5.2e-05
 232700      1.94e-01    2.49e-01      4.16e-03    4.09e-03      2.63e-02    3.40e-02    5.2e-05
 232800      3.21e-01    3.91e-01      2.70e-03    6.89e-03      4.39e-02    5.25e-02    5.2e-05
 232900      7.16e-02    3.51e-02      5.40e-03    2.55e-02      9.36e-03    1.23e-07    5.2e-05
 233000      4.94e-01    1.06e+00      4.38e-02    9.87e-03      5.22e-02    1.45e-01    5.2e-05
 233100      4.15e-01    2.11e-01      3.63e-04    3.58e-03      5.68e-02    2.87e-02    5.2e-05
 233200      4.36e-01    8.61e-02      1.07e-02    3.96e-03      5.88e-02    1.16e-02    5.2e-05
 233300      3.42e-01    3.66e-01      9.43e-03    4.56e-03      4.59e-02    4.99e-02    5.2e-05
 233400      7.32e-02    6.00e-01      3.74e-03    4.37e-03      9.82e-03    8.20e-02    5.2e-05
 233500      3.14e-01    3.75e-01      2.94e-03    6.24e-03      4.30e-02    5.10e-02    5.2e-05
 233600      3.51e-01    3.60e-01      2.03e-02    4.51e-04      4.37e-02    4.93e-02    5.2e-05
 233700      7.31e-02    2.41e-02      1.14e-02    2.48e-02      7.97e-03    2.03e-17    5.2e-05
 233800      9.33e-02    8.57e-02      2.33e-03    1.48e-03      1.27e-02    1.17e-02    5.2e-05
 233900      5.01e-01    2.41e-02      2.24e-03    2.48e-02      6.86e-02    7.46e-17    5.2e-05
 234000      3.20e-01    5.52e-01      9.00e-04    8.69e-03      4.37e-02    7.44e-02    5.2e-05
 234100      4.88e-01    3.14e-01      1.05e-02    2.13e-02      6.60e-02    3.75e-02    5.2e-05
 234200      7.93e-02    4.21e-02      3.28e-03    3.06e-02      1.07e-02    3.00e-06    5.2e-05
 234300      2.48e-01    1.03e-01      7.94e-03    1.14e-02      3.30e-02    1.27e-02    5.2e-05
 234400      4.09e-01    4.17e-01      3.48e-03    1.78e-03      5.59e-02    5.71e-02    5.2e-05
 234500      3.54e-01    5.14e-01      4.32e-03    1.75e-02      4.83e-02    6.83e-02    5.2e-05
 234600      3.21e-01    1.50e+00      6.66e-03    1.02e-02      4.35e-02    2.05e-01    5.2e-05
 234700      3.52e-01    5.59e-01      5.92e-03    1.08e-02      4.78e-02    7.59e-02    5.2e-05
 234800      4.06e-01    1.20e+00      6.61e-03    1.31e-03      5.52e-02    1.64e-01    5.2e-05
 234900      9.11e-02    4.13e-01      1.17e-03    3.80e-03      1.25e-02    5.65e-02    5.2e-05
 235000      8.92e-01    1.16e-02      5.33e-03    8.40e-03      1.22e-01    6.46e-08    5.2e-05
 235100      2.69e-01    5.05e-01      1.33e-02    1.61e-02      3.55e-02    6.67e-02    4.9e-05
 235200      8.68e-02    1.72e-02      6.41e-03    1.76e-02      1.17e-02    4.99e-17    4.9e-05
 235300      3.90e-01    2.96e-02      2.04e-03    2.14e-02      5.50e-02    2.74e-08    4.9e-05
 235400      1.37e-01    3.63e-01      2.94e-03    8.99e-03      1.93e-02    4.93e-02    4.9e-05
 235500      5.87e-02    1.53e+00      2.41e-03    1.10e-02      8.19e-03    2.16e-01    4.9e-05
 235600      4.23e-01    6.77e-01      5.13e-03    2.13e-07      5.96e-02    9.56e-02    4.9e-05
 235700      4.55e-01    1.83e-02      7.44e-03    1.32e-02      6.38e-02    8.09e-07    4.9e-05
 235800      1.11e-01    3.59e-01      1.49e-02    1.63e-02      1.33e-02    4.80e-02    4.9e-05
 235900      2.53e-01    3.33e-01      1.04e-02    3.62e-04      3.41e-02    4.71e-02    4.9e-05
 236000      3.63e-01    8.20e-02      7.34e-03    3.90e-03      5.08e-02    1.14e-02    4.9e-05
 236100      4.65e-01    1.49e+00      1.80e-02    3.28e-01      6.31e-02    2.01e-01    4.9e-05
 236200      4.29e-02    2.86e-01      1.97e-03    2.18e-03      5.96e-03    4.02e-02    4.9e-05
 236300      3.45e-01    2.59e-01      6.54e-03    1.24e-02      4.83e-02    3.43e-02    4.9e-05
 236400      6.02e-02    3.66e-01      6.48e-03    8.84e-04      7.72e-03    5.17e-02    4.9e-05
 236500      3.24e-01    2.79e-01      1.12e-02    2.00e-01      4.44e-02    5.71e-03    4.9e-05
 236600      4.47e-01    2.45e-01      1.34e-02    2.73e-03      6.17e-02    3.46e-02    4.9e-05
 236700      3.33e-01    3.78e-01      1.35e-02    5.35e-03      4.50e-02    5.27e-02    4.9e-05
 236800      9.13e-01    3.59e-01      1.11e-03    3.56e-03      1.29e-01    5.04e-02    4.9e-05
 236900      7.53e-01    1.62e-01      9.03e-03    4.10e-03      1.06e-01    2.25e-02    4.9e-05
 237000      3.59e-01    1.94e-01      5.80e-04    2.59e-02      5.07e-02    2.70e-02    4.9e-05
 237100      1.07e-01    1.85e-03      1.87e-02    1.34e-03      1.10e-02    1.08e-08    4.9e-05
 237200      2.58e-01    4.09e-01      6.10e-04    1.53e-02      3.64e-02    5.57e-02    4.9e-05
 237300      6.74e-02    9.79e-03      2.51e-03    7.10e-03      9.42e-03    2.69e-07    4.9e-05
 237400      9.07e-01    2.25e-01      7.81e-03    3.64e-03      1.28e-01    3.15e-02    4.9e-05
 237500      9.74e-02    4.49e-01      1.95e-02    3.00e-02      8.58e-03    5.56e-02    4.9e-05
 237600      5.53e-01    1.23e-03      3.30e-03    8.93e-04      7.81e-02    6.54e-07    4.9e-05
 237700      4.93e-01    5.46e-03      3.71e-03    5.60e-03      6.96e-02    2.41e-17    4.9e-05
 237800      2.36e-01    2.28e-01      7.15e-03    1.16e-02      3.25e-02    3.00e-02    4.9e-05
 237900      2.47e-01    2.59e-01      2.65e-03    3.76e-05      3.47e-02    3.66e-02    4.9e-05
 238000      6.76e-02    3.31e-02      3.93e-03    1.31e-02      9.30e-03    3.92e-03    4.9e-05
 238100      9.75e-02    6.85e-03      7.05e-03    7.02e-03      1.32e-02    1.98e-17    4.9e-05
 238200      8.88e-02    5.23e+00      4.05e-04    3.35e-01      1.25e-02    7.37e-01    4.9e-05
 238300      9.32e-01    1.43e-02      1.19e-02    8.16e-03      1.30e-01    1.24e-03    4.9e-05
 238400      9.78e-01    2.32e-01      6.27e-03    1.39e-02      1.38e-01    2.96e-02    4.9e-05
 238500      2.57e-01    2.30e-01      6.21e-04    5.04e-03      3.63e-02    3.20e-02    4.9e-05
 238600      2.74e-01    3.66e-01      1.34e-02    1.38e-02      3.63e-02    4.98e-02    4.9e-05
 238700      3.29e-01    9.24e-02      2.00e-02    7.67e-04      4.18e-02    1.31e-02    4.9e-05
 238800      8.05e-02    2.53e-02      5.40e-03    2.59e-02      1.10e-02    2.27e-17    4.9e-05
 238900      7.47e-01    4.80e+00      1.48e-02    3.40e-01      1.03e-01    6.75e-01    4.9e-05
 239000      3.54e-01    4.78e-01      9.04e-03    1.46e-02      4.92e-02    6.58e-02    4.9e-05
 239100      2.52e-01    8.32e-05      7.81e-03    6.03e-05      3.34e-02    4.47e-07    4.9e-05
 239200      1.20e-01    2.98e-01      3.24e-03    3.30e-03      1.66e-02    4.18e-02    4.9e-05
 239300      3.97e-01    1.49e-02      9.32e-03    1.53e-02      5.52e-02    2.21e-17    4.9e-05
 239400      6.02e-02    1.97e-01      4.37e-03    5.27e-03      8.16e-03    2.73e-02    4.9e-05
 239500      3.42e-01    6.29e-01      4.21e-03    1.54e-02      4.81e-02    8.75e-02    4.9e-05
 239600      3.91e-01    1.76e-01      9.77e-04    4.32e-03      5.52e-02    2.48e-02    4.9e-05
 239700      9.95e-01    1.22e-01      3.18e-02    2.11e-02      1.32e-01    1.28e-02    4.9e-05
 239800      6.88e-02    3.80e-01      1.10e-02    2.67e-03      7.60e-03    5.36e-02    4.9e-05
 239900      3.31e-01    4.99e-03      7.58e-04    3.62e-03      4.68e-02    4.43e-08    4.9e-05
 240000      1.76e-01    6.94e-01      1.66e-02    1.19e-02      2.31e-02    9.62e-02    4.9e-05
 240100      8.40e-01    7.56e+01      5.87e-03    4.79e+00      1.22e-01    1.10e+01    4.6e-05
 240200      7.19e-02    1.55e-02      1.33e-02    1.12e-02      7.22e-03    2.79e-07    4.6e-05
 240300      9.66e-02    5.47e-01      9.40e-03    5.43e-03      1.30e-02    7.95e-02    4.6e-05
 240400      7.55e-01    3.76e-01      5.57e-03    1.20e-03      1.10e-01    5.48e-02    4.6e-05
 240500      9.63e-02    3.95e-01      1.66e-02    4.16e-03      1.04e-02    5.74e-02    4.6e-05
 240600      2.56e-01    3.63e-01      1.90e-03    1.49e-02      3.72e-02    5.05e-02    4.6e-05
 240700      4.34e-01    4.10e-01      1.58e-02    1.34e-02      6.11e-02    5.59e-02    4.6e-05
 240800      4.09e-01    8.97e-02      4.09e-03    1.20e-02      5.95e-02    1.11e-02    4.6e-05
 240900      3.48e-01    3.22e-02      1.09e-02    2.33e-02      4.94e-02    2.68e-07    4.6e-05
 241000      2.58e-01    5.29e-01      8.04e-03    9.40e-03      3.53e-02    7.56e-02    4.6e-05
 241100      3.43e-01    7.79e-03      1.01e-02    7.97e-03      4.88e-02    1.51e-17    4.6e-05
 241200      9.03e-02    5.98e-01      1.33e-03    1.92e-04      1.31e-02    8.71e-02    4.6e-05
 241300      4.21e-02    2.00e-01      4.97e-03    3.45e-04      5.45e-03    2.92e-02    4.6e-05
 241400      2.61e-01    2.93e-01      3.40e-03    3.32e-03      3.79e-02    4.26e-02    4.6e-05
 241500      3.12e-01    1.25e-02      8.75e-04    1.27e-02      4.55e-02    5.27e-17    4.6e-05
 241600      7.73e-02    2.61e-01      5.66e-03    1.36e-01      1.08e-02    2.63e-02    4.6e-05
 241700      8.28e-01    2.63e-01      1.58e-03    1.02e-02      1.21e-01    3.81e-02    4.6e-05
 241800      3.51e-01    4.29e-03      9.01e-03    4.39e-03      5.03e-02    8.79e-18    4.6e-05
 241900      3.89e-02    3.60e-01      5.24e-03    6.21e-03      4.83e-03    5.21e-02    4.6e-05
 242000      4.26e-01    4.63e+00      2.05e-03    2.53e-01      6.20e-02    6.73e-01    4.6e-05
 242100      6.47e-02    3.61e-01      2.02e-03    7.27e-03      9.36e-03    5.14e-02    4.6e-05
 242200      3.53e-01    2.20e-01      2.27e-02    1.50e-02      4.56e-02    2.80e-02    4.6e-05
 242300      4.16e-01    4.31e-01      1.67e-03    1.35e-03      6.06e-02    6.28e-02    4.6e-05
 242400      2.86e-01    2.15e-01      7.53e-03    2.14e-03      4.09e-02    3.13e-02    4.6e-05
 242500      3.47e-01    4.57e-03      1.27e-02    4.68e-03      4.88e-02    1.23e-17    4.6e-05
 242600      3.36e-01    1.39e-02      6.95e-03    1.42e-02      4.84e-02    1.81e-17    4.6e-05
 242700      2.78e-01    2.14e-01      1.25e-02    6.25e-03      3.84e-02    3.05e-02    4.6e-05
 242800      3.64e-01    2.11e-01      1.03e-02    8.10e-03      5.20e-02    2.95e-02    4.6e-05
 242900      4.36e-01    2.66e-01      1.03e-02    1.10e-02      6.27e-02    3.70e-02    4.6e-05
 243000      1.36e-01    7.54e-02      2.49e-04    3.81e-03      1.98e-02    1.08e-02    4.6e-05
 243100      2.40e-01    1.14e-01      9.04e-04    1.18e-02      3.50e-02    1.52e-02    4.6e-05
 243200      7.44e-01    8.78e-01      3.44e-03    1.22e-01      1.08e-01    1.26e-01    4.6e-05
 243300      3.38e-01    3.48e-01      1.53e-02    1.43e-02      4.67e-02    4.54e-02    4.6e-05
 243400      2.59e-01    8.46e-02      7.24e-03    6.31e-03      3.70e-02    1.18e-02    4.6e-05
 243500      7.92e-02    1.21e-01      2.16e-03    8.74e-02      1.15e-02    1.29e-06    4.6e-05
 243600      1.14e-01    3.13e-01      1.58e-02    1.24e-02      1.41e-02    4.37e-02    4.6e-05
 243700      6.86e-02    1.99e-02      8.50e-03    2.04e-02      8.74e-03    1.83e-17    4.6e-05
 243800      3.17e-01    2.44e-01      1.10e-02    5.20e-03      4.47e-02    3.52e-02    4.6e-05
 243900      9.74e-02    5.24e-01      5.24e-03    9.58e-03      1.39e-02    7.57e-02    4.6e-05
 244000      8.00e-01    2.13e-02      1.65e-03    1.54e-02      1.17e-01    2.85e-08    4.6e-05
 244100      2.53e-01    8.66e-02      6.19e-03    8.53e-03      3.55e-02    1.16e-02    4.6e-05
 244200      3.15e-01    1.20e+00      1.16e-02    2.66e-02      4.42e-02    1.72e-01    4.6e-05
 244300      3.59e-01    5.92e-01      1.27e-03    1.21e-01      5.24e-02    8.28e-02    4.6e-05
 244400      2.89e-01    4.33e-02      5.83e-03    3.13e-02      4.17e-02    7.20e-08    4.6e-05
 244500      7.16e-02    2.25e-01      1.08e-02    2.02e-02      8.46e-03    3.12e-02    4.6e-05
 244600      2.70e-01    2.31e-01      4.87e-03    1.02e-02      3.85e-02    3.20e-02    4.6e-05
 244700      2.02e-01    5.30e-01      7.38e-03    1.75e-02      2.84e-02    7.51e-02    4.6e-05
 244800      9.26e-02    4.91e-01      7.40e-03    1.39e-03      1.28e-02    7.16e-02    4.6e-05
 244900      2.58e-01    2.07e-02      1.39e-02    1.50e-02      3.47e-02    9.11e-08    4.6e-05
 245000      4.27e-01    4.10e-01      6.37e-03    5.20e-03      6.19e-02    5.86e-02    4.6e-05
 245100      2.82e-01    9.51e-01      1.08e-02    3.85e-03      4.08e-02    1.43e-01    4.3e-05
 245200      3.00e-01    2.21e-01      1.99e-02    1.30e-02      3.97e-02    3.02e-02    4.3e-05
 245300      4.44e-01    3.34e-01      4.72e-03    6.03e-04      6.65e-02    5.02e-02    4.3e-05
 245400      1.42e-01    2.50e-01      1.00e-02    1.28e-02      2.06e-02    3.49e-02    4.3e-05
 245500      6.90e-02    4.98e-01      3.05e-03    1.24e-03      1.02e-02    7.48e-02    4.3e-05
 245600      2.31e-01    2.94e-01      3.22e-03    7.42e-03      3.46e-02    4.41e-02    4.3e-05
 245700      4.77e-01    1.36e-02      1.81e-02    1.39e-02      6.91e-02    1.68e-17    4.3e-05
 245800      9.34e-02    7.38e-01      1.27e-02    9.28e-03      1.19e-02    1.10e-01    4.3e-05
 245900      4.00e-01    2.71e-01      4.52e-03    2.19e-03      5.99e-02    4.06e-02    4.3e-05
 246000      3.44e-01    2.35e-01      9.27e-04    9.75e-03      5.18e-02    3.38e-02    4.3e-05
 246100      3.58e-01    1.13e+00      7.92e-04    4.15e-01      5.39e-02    1.46e-01    4.3e-05
 246200      2.64e-01    1.74e-02      3.20e-03    1.78e-02      3.96e-02    2.36e-17    4.3e-05
 246300      5.45e-02    3.54e-01      7.94e-03    9.76e-03      6.74e-03    5.22e-02    4.3e-05
 246400      7.29e-01    2.64e-02      6.83e-03    2.70e-02      1.09e-01    1.33e-16    4.3e-05
 246500      8.46e-01    1.05e-01      1.43e-02    1.19e-02      1.25e-01    1.41e-02    4.3e-05
 246600      5.30e-02    2.61e-01      6.98e-03    1.78e-02      6.84e-03    3.43e-02    4.3e-05
 246700      2.47e-01    6.89e-03      2.77e-03    7.05e-03      3.68e-02    1.97e-17    4.3e-05
 246800      1.87e-01    1.88e-02      7.24e-03    1.93e-02      2.70e-02    1.52e-17    4.3e-05
 246900      4.25e-01    3.87e-01      2.30e-03    1.47e-02      6.39e-02    5.31e-02    4.3e-05
 247000      3.90e-01    1.37e-02      1.83e-03    9.89e-03      5.86e-02    3.46e-07    4.3e-05
 247100      2.68e-01    1.22e-01      6.30e-03    1.40e-02      3.97e-02    1.64e-02    4.3e-05
 247200      1.91e-01    3.21e-01      1.48e-03    7.03e-03      2.88e-02    4.77e-02    4.3e-05
 247300      2.90e-01    3.70e-01      2.07e-02    8.93e-03      3.74e-02    5.48e-02    4.3e-05
 247400      8.52e-02    1.35e-01      1.57e-02    2.43e-02      8.92e-03    1.45e-02    4.3e-05
 247500      3.10e-01    2.45e-02      2.23e-03    2.51e-02      4.66e-02    2.07e-17    4.3e-05
 247600      4.59e-01    7.27e-02      1.61e-03    7.54e-03      6.90e-02    1.00e-02    4.3e-05
 247700      2.41e-01    2.98e-01      8.03e-03    3.03e-04      3.37e-02    4.49e-02    4.3e-05
 247800      7.70e-02    5.18e-01      5.83e-03    2.54e-04      1.11e-02    7.79e-02    4.3e-05
 247900      3.19e-01    2.67e+00      1.00e-02    9.03e-03      4.67e-02    4.02e-01    4.3e-05
 248000      4.41e-01    2.11e-01      4.15e-03    5.18e-03      6.61e-02    3.13e-02    4.3e-05
 248100      2.57e-01    3.54e-01      7.23e-03    7.64e-04      3.78e-02    5.32e-02    4.3e-05
 248200      8.58e-02    6.66e-01      1.07e-02    1.33e-01      1.13e-02    9.62e-02    4.3e-05
 248300      3.49e-01    1.38e-03      9.27e-03    1.41e-03      5.15e-02    1.18e-17    4.3e-05
 248400      4.26e-01    3.14e-01      6.73e-03    4.69e-03      6.37e-02    4.66e-02    4.3e-05
 248500      3.00e-01    7.90e-01      1.67e-02    2.51e-03      4.13e-02    1.19e-01    4.3e-05
 248600      8.68e-01    3.52e-01      3.23e-03    1.31e-03      1.31e-01    5.30e-02    4.3e-05
 248700      5.88e-02    1.33e+00      9.93e-04    1.24e-02      8.83e-03    2.00e-01    4.3e-05
 248800      2.98e-01    8.40e-02      7.65e-03    3.76e-03      4.41e-02    1.24e-02    4.3e-05
 248900      2.67e-01    4.51e-01      1.48e-02    4.67e-02      3.69e-02    4.52e-02    4.3e-05
 249000      5.35e-02    9.92e-02      6.71e-03    8.53e-03      7.01e-03    1.41e-02    4.3e-05
 249100      7.59e-02    2.73e-01      1.72e-03    3.46e-03      1.14e-02    4.10e-02    4.3e-05
 249200      6.84e-01    2.53e-02      2.44e-03    2.58e-02      1.03e-01    2.64e-17    4.3e-05
 249300      4.44e-01    4.75e-01      4.62e-03    8.57e-03      6.66e-02    7.09e-02    4.3e-05
 249400      2.82e-01    9.53e-02      1.26e-02    1.27e-02      4.03e-02    1.23e-02    4.3e-05
 249500      1.24e-01    1.28e-01      2.49e-02    2.21e-02      1.15e-02    1.42e-02    4.3e-05
 249600      2.15e-01    3.41e-03      1.82e-04    3.49e-03      3.23e-02    1.31e-17    4.3e-05
 249700      3.95e-01    6.97e-03      1.37e-02    7.12e-03      5.75e-02    5.59e-17    4.3e-05
 249800      2.90e-01    1.96e-01      1.52e-02    1.95e-02      4.04e-02    2.78e-02    4.3e-05
 249900      4.30e-01    2.07e-01      5.11e-03    1.30e-03      6.45e-02    3.11e-02    4.3e-05
 250000      7.10e-02    2.63e-01      3.16e-03    9.87e-03      1.05e-02    3.81e-02    4.3e-05
 250100      3.91e-01    2.85e-01      1.03e-02    6.63e-03      5.95e-02    4.36e-02    4.1e-05
 250200      3.16e-01    4.39e-01      4.23e-04    2.41e-03      4.91e-02    6.81e-02    4.1e-05
 250300      1.34e-01    2.86e-01      1.25e-02    7.05e-03      1.93e-02    4.37e-02    4.1e-05
 250400      2.44e-01    2.29e-01      3.59e-03    1.28e-02      3.77e-02    3.25e-02    4.1e-05
 250500      8.01e-02    1.40e-01      6.95e-03    1.20e-02      1.17e-02    2.05e-02    4.1e-05
 250600      3.76e-01    3.12e-03      6.82e-03    3.18e-03      5.79e-02    3.61e-17    4.1e-05
 250700      2.93e-01    4.54e-01      9.19e-03    8.12e-03      4.44e-02    6.99e-02    4.1e-05
 250800      9.52e-02    7.17e-03      1.15e-02    5.17e-03      1.30e-02    3.65e-07    4.1e-05
 250900      4.12e-01    3.95e-01      1.58e-02    1.97e-02      6.14e-02    5.73e-02    4.1e-05
 251000      3.55e-01    3.49e-01      3.19e-03    2.48e-03      5.50e-02    5.41e-02    4.1e-05
 251100      3.76e-01    1.99e-01      6.08e-03    5.63e-03      5.80e-02    3.02e-02    4.1e-05
 251200      5.03e-02    5.09e-01      6.53e-04    6.48e-03      7.80e-03    7.87e-02    4.1e-05
 251300      3.83e-01    1.67e+01      5.83e-03    2.98e-01      5.91e-02    2.59e+00    4.1e-05
 251400      2.55e-01    2.84e-01      4.58e-03    6.44e-03      3.92e-02    4.26e-02    4.1e-05
 251500      3.61e-01    8.29e-03      6.12e-03    5.98e-03      5.56e-02    1.21e-06    4.1e-05
 251600      3.36e-01    6.02e-02      2.07e-03    2.34e-02      5.20e-02    7.87e-03    4.1e-05
 251700      8.04e-02    3.67e-02      1.12e-02    2.65e-02      1.05e-02    2.22e-07    4.1e-05
 251800      3.98e-01    9.05e-01      6.91e-04    9.32e-03      6.19e-02    1.39e-01    4.1e-05
 251900      2.85e-01    1.06e+00      3.00e-03    5.08e-02      4.40e-02    1.54e-01    4.1e-05
 252000      3.64e-01    2.73e-01      3.48e-03    3.72e-03      5.63e-02    4.19e-02    4.1e-05
 252100      2.24e-01    2.38e-01      5.00e-03    1.83e-03      3.43e-02    3.69e-02    4.1e-05
 252200      5.01e-02    1.18e-02      4.32e-03    1.20e-02      7.33e-03    3.31e-17    4.1e-05
 252300      5.04e-02    3.49e+00      2.81e-03    3.31e-01      7.63e-03    5.38e-01    4.1e-05
 252400      2.28e-01    2.91e-01      4.35e-03    1.19e-02      3.46e-02    4.32e-02    4.1e-05
 252500      4.07e-01    8.34e-04      1.88e-03    8.51e-04      6.32e-02    3.54e-17    4.1e-05
 252600      2.81e-01    3.57e-01      4.81e-03    4.42e-03      4.33e-02    5.52e-02    4.1e-05
 252700      3.15e-01    2.40e-01      2.08e-03    9.72e-03      4.88e-02    3.57e-02    4.1e-05
 252800      2.80e-01    1.11e-02      5.14e-03    8.04e-03      4.31e-02    5.96e-07    4.1e-05
 252900      8.16e-02    6.85e-02      1.27e-02    4.94e-02      1.00e-02    3.35e-08    4.1e-05
 253000      4.25e-01    2.37e-01      1.29e-02    7.02e-03      6.44e-02    3.59e-02    4.1e-05
 253100      3.89e-01    1.84e-01      1.61e-03    1.80e-03      6.04e-02    2.84e-02    4.1e-05
 253200      3.14e-01    7.37e-01      1.28e-03    2.98e-03      4.87e-02    1.14e-01    4.1e-05
 253300      2.63e-01    2.66e-01      1.23e-02    2.07e-02      3.85e-02    3.42e-02    4.1e-05
 253400      3.08e-01    4.93e-01      1.77e-02    2.94e-01      3.69e-02    4.31e-02    4.1e-05
 253500      3.81e-01    2.65e-01      2.46e-03    2.88e-04      5.91e-02    4.11e-02    4.1e-05
 253600      6.22e-02    1.62e+00      9.74e-03    8.75e-03      7.63e-03    2.52e-01    4.1e-05
 253700      5.55e-02    2.03e-01      1.17e-03    7.84e-03      8.58e-03    2.85e-02    4.1e-05
 253800      2.84e-01    1.90e-02      1.08e-03    1.37e-02      4.41e-02    7.33e-07    4.1e-05
 253900      2.50e-01    4.23e-01      7.89e-03    4.69e-03      3.63e-02    6.55e-02    4.1e-05
 254000      3.23e-01    1.41e-01      3.77e-03    2.82e-03      5.00e-02    2.16e-02    4.1e-05
 254100      8.51e-01    1.79e-01      5.16e-03    5.87e-05      1.32e-01    2.79e-02    4.1e-05
 254200      2.81e-01    3.80e-01      2.02e-03    4.30e-03      4.36e-02    5.85e-02    4.1e-05
 254300      2.74e-01    2.52e-02      7.81e-03    1.82e-02      4.16e-02    7.95e-07    4.1e-05
 254400      5.98e-02    5.09e-01      6.59e-03    8.62e-03      8.36e-03    7.76e-02    4.1e-05
 254500      2.93e-01    1.91e-01      7.68e-03    1.18e-01      4.47e-02    1.53e-02    4.1e-05
 254600      6.51e-01    7.55e-02      1.24e-02    5.17e-02      1.00e-01    3.73e-03    4.1e-05
 254700      4.40e-01    5.44e-01      4.92e-03    1.47e-03      6.80e-02    8.44e-02    4.1e-05
 254800      3.39e-01    2.12e-01      5.30e-04    6.09e-03      5.27e-02    3.27e-02    4.1e-05
 254900      6.02e-02    2.40e-01      4.84e-03    9.40e-04      8.88e-03    3.72e-02    4.1e-05
 255000      3.31e-01    4.00e-01      2.57e-03    1.34e-03      5.13e-02    6.21e-02    4.1e-05
 255100      3.25e-01    2.07e-01      1.82e-03    5.28e-03      5.21e-02    3.26e-02    3.8e-05
 255200      2.60e-01    3.26e-03      1.99e-02    3.32e-03      3.48e-02    4.82e-17    3.8e-05
 255300      1.04e-01    2.76e-01      1.96e-03    1.37e-02      1.65e-02    4.13e-02    3.8e-05
 255400      1.07e-01    2.72e-03      9.31e-04    2.77e-03      1.72e-02    1.28e-17    3.8e-05
 255500      2.47e-01    2.60e-01      8.12e-03    1.01e-02      3.84e-02    3.99e-02    3.8e-05
 255600      2.09e-01    6.92e-03      6.35e-03    4.99e-03      3.27e-02    1.45e-07    3.8e-05
 255700      3.77e-01    1.26e+00      9.95e-03    2.12e-02      5.93e-02    2.00e-01    3.8e-05
 255800      2.89e-01    1.40e+00      5.63e-03    1.05e-02      4.58e-02    2.24e-01    3.8e-05
 255900      3.82e-01    3.82e-01      4.42e-04    3.87e-03      6.12e-02    6.09e-02    3.8e-05
 256000      1.69e-01    1.33e-02      6.29e-03    1.35e-02      2.60e-02    4.04e-17    3.8e-05
 256100      2.86e-01    1.77e-01      2.38e-03    8.27e-03      4.57e-02    2.67e-02    3.8e-05
 256200      3.92e-01    3.65e-01      6.74e-03    9.51e-03      6.22e-02    5.75e-02    3.8e-05
