#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  25900      2.61e+00    2.16e+00      2.15e-02    2.05e-02      9.70e-02    8.00e-02    7.3e-04
  26000      2.29e+00    4.10e-02      2.78e-01    7.64e-02      7.46e-02    2.64e-17    7.3e-04
  26100      2.57e+00    5.44e+00      4.15e-01    5.21e-01      7.35e-02    1.87e-01    7.3e-04
  26200      2.49e+00    9.99e-01      1.24e-01    5.97e-02      9.05e-02    3.60e-02    7.3e-04
  26300      2.44e+00    4.76e+00      1.08e-01    5.61e-02      8.91e-02    1.77e-01    7.3e-04
  26400      4.79e+00    1.36e-01      1.62e-01    1.79e-01      1.76e-01    4.69e-07    7.3e-04
  26500      8.15e-01    6.44e+02      9.62e-02    1.68e-01      2.93e-02    2.39e+01    7.3e-04
  26600      2.03e+00    2.38e+00      2.48e-01    1.91e-01      6.61e-02    7.75e-02    7.3e-04
  26700      2.24e+00    7.36e+01      6.99e-03    1.46e-01      8.31e-02    2.73e+00    7.3e-04
  26800      1.98e+00    1.86e+00      2.60e-02    7.56e-02      7.32e-02    6.82e-02    7.3e-04
  26900      1.44e+00    2.14e+00      2.00e-02    9.45e-03      5.31e-02    7.95e-02    7.3e-04
  27000      2.75e-01    2.52e+00      4.71e-02    7.34e-02      9.48e-03    9.21e-02    7.3e-04
  27100      3.64e+00    2.82e+00      2.76e-02    1.01e-01      1.35e-01    9.97e-02    7.3e-04
  27200      9.63e-01    2.57e+00      4.01e-02    1.11e-02      3.56e-02    9.53e-02    7.3e-04
  27300      2.64e+00    2.43e+01      2.35e-01    1.12e+00      9.18e-02    9.03e-01    7.3e-04
  27400      2.13e+00    7.13e-01      1.28e-01    5.43e-02      7.69e-02    2.61e-02    7.3e-04
  27500      1.80e+00    1.76e+00      5.38e-02    1.60e-01      6.63e-02    6.53e-02    7.3e-04
  27600      2.12e+00    2.91e+00      8.46e-02    1.67e-01      7.78e-02    1.02e-01    7.3e-04
  27700      3.99e+00    3.98e-02      1.67e-01    5.24e-02      1.46e-01    1.05e-06    7.3e-04
  27800      1.60e+00    2.33e-03      6.69e-03    3.07e-03      5.92e-02    2.19e-07    7.3e-04
  27900      2.35e+00    1.91e-02      5.39e-02    3.55e-02      8.70e-02    2.36e-17    7.3e-04
  28000      2.79e+00    2.53e+00      1.07e-01    1.11e-01      1.02e-01    9.36e-02    7.3e-04
  28100      1.90e+00    1.26e+00      1.63e-01    2.06e-01      6.64e-02    4.37e-02    7.3e-04
  28200      1.79e+00    1.64e+00      7.41e-02    4.81e-02      6.54e-02    6.05e-02    7.3e-04
  28300      9.69e-01    4.51e+01      6.44e-02    4.07e-02      3.56e-02    1.67e+00    7.3e-04
  28400      3.23e+00    1.96e-02      5.71e-02    2.58e-02      1.20e-01    4.51e-07    7.3e-04
  28500      1.67e+00    1.89e+00      1.95e-01    1.66e-01      5.52e-02    6.58e-02    7.3e-04
  28600      1.74e+00    1.60e+00      2.67e-02    1.26e-01      6.46e-02    5.66e-02    7.3e-04
  28700      4.71e-01    6.69e-02      7.50e-02    1.24e-01      1.64e-02    4.91e-17    7.3e-04
  28800      6.19e+00    2.28e+00      1.65e-01    1.25e-01      2.27e-01    8.42e-02    7.3e-04
  28900      1.59e+00    1.30e+00      4.06e-02    4.54e-02      5.88e-02    4.77e-02    7.3e-04
  29000      1.53e+00    1.16e-03      2.54e-02    2.16e-03      5.65e-02    4.02e-17    7.3e-04
  29100      3.38e+00    1.22e-01      4.61e-02    2.27e-01      1.25e-01    3.44e-17    7.3e-04
  29200      2.11e+00    2.18e+00      7.84e-02    7.09e-02      7.74e-02    7.92e-02    7.3e-04
  29300      2.79e+00    1.83e+00      8.82e-02    9.31e-02      1.03e-01    6.45e-02    7.3e-04
  29400      7.86e-01    4.60e+00      1.40e-01    1.62e-01      2.70e-02    1.69e-01    7.3e-04
  29500      2.41e+00    2.26e+00      5.03e-02    1.03e-02      8.93e-02    8.37e-02    7.3e-04
  29600      6.11e+00    1.56e+00      2.57e-01    2.02e-01      2.19e-01    4.97e-02    7.3e-04
  29700      5.77e-01    3.87e+00      1.65e-01    9.45e-02      1.69e-02    1.42e-01    7.3e-04
  29800      2.02e+00    1.68e+00      2.00e-01    1.10e-01      7.34e-02    6.02e-02    7.3e-04
  29900      2.49e+00    1.66e+01      4.13e-02    1.87e-01      9.21e-02    6.17e-01    7.3e-04
  30000      1.97e+00    8.17e+00      1.25e-01    1.13e-01      7.08e-02    3.02e-01    7.3e-04
  30100      2.23e+00    1.58e+00      8.16e-02    5.65e-02      8.44e-02    5.98e-02    6.8e-04
  30200      1.05e+00    2.32e+00      4.05e-02    1.20e-01      3.99e-02    8.67e-02    6.8e-04
  30300      2.11e+00    3.46e+00      5.36e-02    1.86e-01      8.04e-02    1.29e-01    6.8e-04
  30400      2.63e+00    1.66e+00      9.46e-02    7.81e-02      9.97e-02    6.24e-02    6.8e-04
  30500      2.33e+00    2.24e+00      4.47e-03    6.51e-02      8.92e-02    8.50e-02    6.8e-04
  30600      1.91e+00    3.27e-02      4.69e-02    4.01e-02      7.28e-02    5.16e-07    6.8e-04
  30700      6.88e-01    1.49e+00      2.01e-02    6.25e-02      2.63e-02    5.70e-02    6.8e-04
  30800      1.84e+00    1.01e-03      2.33e-02    1.76e-03      7.06e-02    1.88e-17    6.8e-04
  30900      5.78e+00    2.99e+00      1.39e-01    1.44e-02      2.20e-01    1.15e-01    6.8e-04
  31000      1.73e+00    2.30e+00      8.62e-02    7.33e-02      6.46e-02    8.79e-02    6.8e-04
  31100      2.23e+00    1.05e-02      2.20e-02    1.81e-02      8.53e-02    4.85e-17    6.8e-04
  31200      1.09e+00    2.32e+00      1.05e-01    1.80e-01      4.09e-02    8.39e-02    6.8e-04
  31300      8.08e-01    8.32e+01      1.09e-01    2.76e-02      2.94e-02    3.19e+00    6.8e-04
  31400      1.60e+00    7.35e-01      1.19e-01    1.61e-01      5.82e-02    2.43e-02    6.8e-04
  31500      2.72e+00    2.34e+01      2.01e-01    7.60e-01      9.89e-02    8.96e-01    6.8e-04
  31600      2.55e+00    2.19e+00      7.81e-02    3.88e-02      9.69e-02    8.37e-02    6.8e-04
  31700      1.34e+00    1.03e+02      3.24e-02    1.01e+00      5.12e-02    3.94e+00    6.8e-04
  31800      2.01e+00    1.64e+00      5.92e-02    8.03e-02      7.63e-02    6.24e-02    6.8e-04
  31900      4.24e+00    1.88e+00      4.66e-02    8.17e-02      1.62e-01    7.07e-02    6.8e-04
  32000      2.17e+00    2.00e+00      1.04e-01    2.43e-02      8.14e-02    7.67e-02    6.8e-04
  32100      1.48e+00    9.16e+01      4.03e-02    3.01e-01      5.62e-02    3.51e+00    6.8e-04
  32200      1.86e+00    2.41e+00      1.38e-03    3.28e-02      7.13e-02    9.20e-02    6.8e-04
  32300      1.27e+00    2.10e+00      8.90e-02    2.19e-02      4.81e-02    8.03e-02    6.8e-04
  32400      4.53e-01    1.14e-01      1.16e-01    1.98e-01      1.40e-02    4.46e-17    6.8e-04
  32500      5.95e-01    1.55e+00      4.56e-02    9.15e-03      2.25e-02    5.93e-02    6.8e-04
  32600      4.55e+00    9.90e-02      6.55e-02    1.21e-01      1.74e-01    5.19e-07    6.8e-04
  32700      4.09e+00    1.38e+00      8.99e-03    3.99e-02      1.57e-01    5.23e-02    6.8e-04
  32800      1.24e+00    9.25e-02      8.36e-03    1.13e-01      4.73e-02    1.34e-06    6.8e-04
  32900      3.57e+00    1.88e+00      6.25e-03    3.28e-03      1.37e-01    7.20e-02    6.8e-04
  33000      1.61e+00    1.72e+00      4.11e-03    1.17e-02      6.16e-02    6.60e-02    6.8e-04
  33100      4.28e+00    9.92e+00      7.57e-03    1.23e-01      1.64e-01    3.80e-01    6.8e-04
  33200      4.07e+00    6.64e-02      7.26e-02    1.15e-01      1.55e-01    9.58e-17    6.8e-04
  33300      2.14e+00    2.54e+00      1.58e-01    2.38e-01      7.77e-02    8.92e-02    6.8e-04
  33400      3.84e-01    2.13e+00      4.38e-02    1.28e-01      1.42e-02    7.88e-02    6.8e-04
  33500      1.11e+00    1.56e+00      2.70e-01    2.33e-01      3.50e-02    4.65e-02    6.8e-04
  33600      2.35e+00    9.37e+01      1.77e-01    2.64e-01      8.53e-02    3.59e+00    6.8e-04
  33700      1.77e+00    2.39e+00      3.03e-02    5.00e-02      6.75e-02    9.15e-02    6.8e-04
  33800      2.43e+00    2.12e+00      2.49e-01    2.40e-01      8.41e-02    7.14e-02    6.8e-04
  33900      4.18e-01    9.13e-01      1.13e-01    6.98e-02      1.25e-02    3.44e-02    6.8e-04
  34000      2.59e+00    1.29e+00      5.05e-02    4.13e-02      9.90e-02    4.88e-02    6.8e-04
  34100      2.31e+00    2.11e+00      5.00e-02    4.00e-02      8.81e-02    8.01e-02    6.8e-04
  34200      2.14e+00    1.67e+00      3.40e-01    3.35e-01      6.04e-02    5.66e-02    6.8e-04
  34300      5.57e-01    4.93e+00      2.01e-01    1.74e-01      1.19e-02    1.89e-01    6.8e-04
  34400      1.93e+00    3.60e+00      3.56e-02    3.30e-02      7.37e-02    1.38e-01    6.8e-04
  34500      2.17e+00    1.23e+00      5.06e-02    9.09e-03      8.29e-02    4.72e-02    6.8e-04
  34600      6.33e-01    4.30e+00      1.27e-01    9.80e-01      2.15e-02    1.62e-01    6.8e-04
  34700      3.59e+00    9.60e+00      3.11e-01    2.62e-01      1.28e-01    3.61e-01    6.8e-04
  34800      3.57e+00    1.12e+00      3.55e-02    1.03e-02      1.37e-01    4.29e-02    6.8e-04
  34900      2.73e+00    1.37e-01      3.46e-02    1.68e-01      1.05e-01    5.84e-07    6.8e-04
  35000      3.21e+00    3.40e+00      1.97e-01    9.19e-03      1.19e-01    1.30e-01    6.8e-04
  35100      1.69e+00    2.73e+00      1.24e-02    4.72e-02      6.68e-02    1.07e-01    6.4e-04
  35200      2.32e+00    1.34e+00      1.09e-02    2.82e-02      9.17e-02    5.27e-02    6.4e-04
  35300      1.93e+00    4.10e+01      3.56e-02    2.25e-02      7.61e-02    1.62e+00    6.4e-04
  35400      3.31e+00    1.74e+00      1.42e-01    1.10e-01      1.26e-01    6.84e-02    6.4e-04
  35500      5.38e-01    5.40e-01      9.69e-04    2.82e-01      2.13e-02    1.91e-02    6.4e-04
  35600      2.12e+00    2.33e-02      8.31e-04    3.81e-02      8.39e-02    5.57e-17    6.4e-04
  35700      1.96e+00    4.98e-02      3.54e-02    8.14e-02      7.72e-02    2.31e-17    6.4e-04
  35800      1.57e+00    3.40e+00      7.91e-02    8.01e-02      6.06e-02    1.33e-01    6.4e-04
  35900      5.58e-01    1.80e+00      7.91e-02    4.21e-02      2.07e-02    7.08e-02    6.4e-04
  36000      2.54e+00    3.34e+00      1.32e-01    6.33e-02      9.78e-02    1.32e-01    6.4e-04
  36100      1.71e+00    2.48e-02      2.97e-03    4.05e-02      6.78e-02    4.97e-17    6.4e-04
  36200      5.07e-01    1.10e-03      3.62e-02    1.79e-03      1.98e-02    5.07e-17    6.4e-04
  36300      2.04e+00    2.59e+01      7.21e-02    1.06e-01      7.96e-02    1.02e+00    6.4e-04
  36400      2.40e+00    1.23e+00      2.43e-02    9.04e-02      9.48e-02    4.59e-02    6.4e-04
  36500      3.90e-01    1.49e+00      1.97e-02    8.57e-02      1.53e-02    5.83e-02    6.4e-04
  36600      4.90e+00    2.23e+00      8.19e-02    1.57e-01      1.93e-01    7.68e-02    6.4e-04
  36700      2.11e+00    8.37e-01      7.91e-02    8.86e-02      8.24e-02    3.20e-02    6.4e-04
  36800      4.25e-01    2.74e+00      3.92e-02    3.14e-02      1.64e-02    1.08e-01    6.4e-04
  36900      3.01e+00    6.27e+01      3.20e-02    2.13e-01      1.19e-01    2.48e+00    6.4e-04
  37000      1.95e+00    2.34e+00      4.28e-02    7.49e-02      7.66e-02    9.17e-02    6.4e-04
  37100      1.81e+00    6.60e-02      1.52e-02    1.08e-01      7.15e-02    1.31e-17    6.4e-04
  37200      1.73e+00    1.01e-02      1.84e-03    1.66e-02      6.86e-02    6.97e-18    6.4e-04
  37300      5.05e-01    1.78e+00      1.30e-01    5.35e-02      1.55e-02    6.99e-02    6.4e-04
  37400      1.71e+00    1.68e+00      5.87e-02    2.55e-02      6.67e-02    6.62e-02    6.4e-04
  37500      2.27e+00    4.37e-02      3.27e-02    7.14e-02      8.97e-02    2.48e-17    6.4e-04
  37600      1.76e+00    1.24e+00      2.17e-02    2.14e-02      6.94e-02    4.86e-02    6.4e-04
  37700      2.39e+00    1.63e+00      3.67e-02    6.11e-03      9.45e-02    6.44e-02    6.4e-04
  37800      3.80e+00    1.23e+00      6.26e-02    1.07e-01      1.49e-01    4.48e-02    6.4e-04
  37900      3.67e+00    6.11e-01      2.21e-01    3.48e-01      1.40e-01    2.10e-02    6.4e-04
  38000      2.23e+00    1.28e+00      1.77e-01    1.12e-01      8.24e-02    4.66e-02    6.4e-04
  38100      1.57e+00    2.66e+00      2.00e-02    1.42e-01      6.21e-02    1.02e-01    6.4e-04
  38200      4.09e-01    1.54e+00      3.95e-03    2.63e-02      1.62e-02    6.09e-02    6.4e-04
  38300      1.61e+00    1.55e+00      6.21e-02    2.01e-04      6.28e-02    6.13e-02    6.4e-04
  38400      1.79e+00    1.97e+00      3.66e-02    1.39e-01      7.04e-02    7.39e-02    6.4e-04
  38500      5.77e-01    1.61e+00      3.97e-02    4.42e-02      2.25e-02    6.33e-02    6.4e-04
  38600      3.21e+00    1.40e+00      3.91e-02    2.55e-03      1.27e-01    5.53e-02    6.4e-04
  38700      3.61e-01    1.87e+00      2.38e-02    1.60e-02      1.41e-02    7.38e-02    6.4e-04
  38800      2.31e+00    9.18e+00      3.88e-01    4.52e-01      5.99e-02    3.54e-01    6.4e-04
  38900      2.14e+00    5.00e-03      3.93e-03    8.18e-03      8.45e-02    3.73e-17    6.4e-04
  39000      1.70e+00    3.32e-02      8.37e-02    3.83e-02      6.58e-02    2.28e-07    6.4e-04
  39100      2.11e+00    1.47e+00      9.02e-02    5.19e-02      8.19e-02    5.72e-02    6.4e-04
  39200      3.15e+00    1.85e+00      3.55e-02    3.38e-02      1.25e-01    7.33e-02    6.4e-04
  39300      5.79e-01    1.77e-02      1.12e-02    2.04e-02      2.29e-02    3.58e-07    6.4e-04
  39400      3.16e+00    2.01e+00      5.51e-01    3.67e-01      7.78e-02    4.64e-02    6.4e-04
  39500      2.58e+00    3.58e-01      1.17e-01    2.75e-02      9.99e-02    1.39e-02    6.4e-04
  39600      3.79e+00    1.71e-02      9.01e-02    2.79e-02      1.49e-01    4.22e-17    6.4e-04
  39700      6.77e-01    1.09e-01      4.07e-02    1.26e-01      2.65e-02    5.93e-07    6.4e-04
  39800      5.89e-01    1.34e+00      1.91e-02    1.08e-02      2.32e-02    5.29e-02    6.4e-04
  39900      7.32e-01    2.91e+00      5.14e-02    1.35e-01      2.85e-02    1.03e-01    6.4e-04
  40000      2.01e+00    6.60e-02      3.30e-02    7.63e-02      7.91e-02    1.61e-07    6.4e-04
  40100      2.14e+00    7.84e-01      2.28e-02    9.46e-03      8.72e-02    3.20e-02    6.0e-04
  40200      1.89e+00    1.19e+00      9.35e-02    7.18e-02      7.51e-02    4.64e-02    6.0e-04
  40300      1.16e+00    3.34e+01      8.44e-02    6.78e-01      4.64e-02    1.37e+00    6.0e-04
  40400      1.28e+00    1.61e+00      9.05e-03    4.87e-02      5.22e-02    6.50e-02    6.0e-04
  40500      1.39e+00    2.27e+00      1.79e-02    3.82e-02      5.69e-02    9.23e-02    6.0e-04
  40600      1.76e+00    1.80e+00      3.33e-02    8.95e-02      7.15e-02    7.15e-02    6.0e-04
  40700      2.08e+00    1.16e-01      1.81e-01    1.80e-01      7.76e-02    4.13e-17    6.0e-04
  40800      1.18e+00    6.45e+01      4.30e-02    7.28e-02      4.74e-02    2.63e+00    6.0e-04
  40900      1.83e+00    1.94e+00      7.64e-03    1.96e-02      7.49e-02    7.91e-02    6.0e-04
  41000      1.19e+00    3.25e+01      3.34e-02    9.75e-02      4.76e-02    1.33e+00    6.0e-04
  41100      2.16e+00    3.01e-02      3.96e-02    3.31e-02      8.81e-02    9.93e-08    6.0e-04
  41200      5.11e-01    1.76e+00      1.05e-01    9.45e-02      1.78e-02    6.94e-02    6.0e-04
  41300      9.52e-01    6.87e-02      1.46e-01    7.56e-02      3.57e-02    7.38e-07    6.0e-04
  41400      2.99e+00    1.16e-01      4.13e-02    1.81e-01      1.22e-01    2.76e-17    6.0e-04
  41500      3.20e+00    2.54e+00      9.26e-02    7.31e-02      1.29e-01    1.01e-01    6.0e-04
  41600      9.72e-01    3.00e+00      1.16e-02    2.18e-02      3.96e-02    1.23e-01    6.0e-04
  41700      2.58e+00    1.58e+00      8.62e-02    8.16e-02      1.04e-01    6.38e-02    6.0e-04
  41800      4.42e+00    1.90e+00      1.91e-02    1.43e-01      1.80e-01    6.54e-02    6.0e-04
  41900      3.62e-01    1.38e+00      2.82e-02    7.04e-02      1.45e-02    5.48e-02    6.0e-04
  42000      2.95e+00    4.21e-01      1.20e-01    4.63e-01      1.18e-01    3.56e-07    6.0e-04
  42100      5.33e-01    3.93e+01      2.47e-02    1.99e-02      2.16e-02    1.60e+00    6.0e-04
  42200      2.35e+00    4.05e+00      5.44e-02    3.50e-02      9.52e-02    1.65e-01    6.0e-04
  42300      1.84e+00    1.64e+00      4.80e-02    3.15e-02      7.45e-02    6.68e-02    6.0e-04
  42400      3.95e+00    2.93e+01      3.26e-01    3.96e-01      1.49e-01    1.19e+00    6.0e-04
  42500      1.29e+00    1.13e+01      9.17e-03    6.22e-01      5.25e-02    4.63e-01    6.0e-04
  42600      2.12e+00    4.88e-02      1.91e-02    7.59e-02      8.64e-02    2.86e-17    6.0e-04
  42700      1.34e+00    1.63e+00      4.29e-02    2.36e-02      5.32e-02    6.64e-02    6.0e-04
  42800      5.48e-01    2.08e+00      7.87e-02    1.31e-01      2.08e-02    7.65e-02    6.0e-04
  42900      1.58e+00    2.69e+00      1.13e-01    5.84e-02      6.08e-02    1.09e-01    6.0e-04
  43000      1.32e+00    6.20e-01      3.06e-02    6.82e-01      5.36e-02    6.11e-07    6.0e-04
  43100      5.84e+00    1.41e-01      1.90e-01    2.19e-01      2.36e-01    3.51e-17    6.0e-04
  43200      5.40e-01    1.86e+00      9.62e-03    1.65e-02      2.20e-02    7.61e-02    6.0e-04
  43300      3.15e-01    1.16e-01      4.23e-04    1.27e-01      1.29e-02    3.12e-07    6.0e-04
  43400      1.80e+00    1.73e+00      1.36e-01    7.17e-02      6.89e-02    6.92e-02    6.0e-04
  43500      5.58e-01    1.89e+00      2.82e-03    2.80e-02      2.28e-02    7.68e-02    6.0e-04
  43600      3.41e-01    3.38e+00      7.63e-02    6.58e-02      1.14e-02    1.38e-01    6.0e-04
  43700      1.88e+00    6.66e-01      8.23e-02    1.28e-01      7.52e-02    2.36e-02    6.0e-04
  43800      1.41e+00    1.96e+00      9.29e-03    6.42e-02      5.74e-02    7.91e-02    6.0e-04
  43900      4.98e-01    1.18e-01      6.38e-02    1.30e-01      1.92e-02    1.44e-07    6.0e-04
  44000      7.16e-01    1.85e+03      4.42e-02    1.24e+01      2.89e-02    7.55e+01    6.0e-04
  44100      1.60e+00    5.17e-02      6.22e-02    8.04e-02      6.41e-02    1.54e-17    6.0e-04
  44200      3.99e-01    1.67e+00      2.78e-02    2.81e-02      1.60e-02    6.82e-02    6.0e-04
  44300      1.80e+00    2.35e+00      2.73e-02    7.48e-03      7.32e-02    9.60e-02    6.0e-04
  44400      1.79e+00    7.78e-02      1.60e-01    1.21e-01      5.53e-02    3.01e-17    6.0e-04
  44500      2.19e+00    6.38e-02      4.76e-02    7.02e-02      8.90e-02    5.51e-07    6.0e-04
  44600      1.38e+00    1.27e+00      5.61e-02    1.31e-01      5.55e-02    4.54e-02    6.0e-04
  44700      1.58e+00    1.02e+00      6.20e-02    4.71e-02      6.32e-02    4.12e-02    6.0e-04
  44800      5.05e-01    3.64e-02      7.64e-02    4.00e-02      1.90e-02    5.83e-07    6.0e-04
  44900      6.36e-01    2.52e+00      1.70e-02    9.36e-03      2.59e-02    1.03e-01    6.0e-04
  45000      1.96e+00    1.01e-01      1.73e-01    1.57e-01      7.27e-02    6.24e-17    6.0e-04
  45100      1.16e+00    1.12e+00      3.34e-02    6.12e-02      4.85e-02    4.31e-02    5.6e-04
  45200      3.65e+00    1.56e+00      1.75e-01    1.82e-02      1.50e-01    6.57e-02    5.6e-04
  45300      3.14e-01    9.27e+00      8.54e-03    1.22e+00      1.32e-02    3.88e-01    5.6e-04
  45400      2.11e+00    1.52e+00      2.68e-01    2.09e-01      6.95e-02    4.71e-02    5.6e-04
  45500      6.89e-01    8.62e+00      7.11e-02    4.40e-01      2.79e-02    3.52e-01    5.6e-04
  45600      1.38e+00    6.40e-02      8.79e-03    9.54e-02      5.81e-02    7.97e-18    5.6e-04
  45700      3.64e+00    2.39e+00      7.99e-04    7.42e-02      1.54e-01    9.78e-02    5.6e-04
  45800      1.23e+00    2.18e+00      3.34e-02    7.15e-02      5.15e-02    8.90e-02    5.6e-04
  45900      1.11e+00    1.63e+00      3.44e-02    8.23e-02      4.56e-02    6.68e-02    5.6e-04
  46000      1.96e+00    1.19e+00      7.98e-04    5.41e-02      8.25e-02    4.89e-02    5.6e-04
  46100      2.06e+00    1.22e-01      9.93e-02    1.28e-01      8.43e-02    1.81e-07    5.6e-04
  46200      5.54e-01    1.79e+00      1.34e-01    1.25e-01      1.78e-02    7.44e-02    5.6e-04
  46300      3.75e-01    1.31e+00      2.16e-02    2.58e-02      1.56e-02    5.51e-02    5.6e-04
